Column1,Column12
特定野党が揃いも揃って反対してる制度が日本のためにならないわけがない、ってくらい特定野党への信頼度は「 」,1
 投手みたいなかんじやな##いい練習になってる,1
 のアレを死ぬほど叩きまくってた人と同一人物とは思えませんな,0
 俺、地雷の囮作戦で英雄になれるぐらい当てるの上手い##すんませんでした,1
この際少子化対策としてパパ活を奨励するべきである##自民・吉川赳氏18歳と飲酒報道　政府・与党内からも 迫る声 #ldnews,1
ジャニヲタって本当におたくのジャンルの中でもダントツで抜け道探すの天才すぎるからまた面白いこと起こりそうで申し訳ないけど開発した方々余計に面倒なことなるで  は繰り返す,1
だからだよ。女の子の言う事を鵜呑みにしてしまう人ばかりだから、嘘やカバーストーリーで覆って表面だけを綺麗に見繕っておけば良いみたいなノリが多かったから。いつか人の嘘ばかりを見抜こうとする感じの人間になっちまったよ。ご なこって,1
すごいウイルスソフトだ！！！##これまで何回も拒否し続けてるのにどうして表示するの？？？？##次のパソコンはMacで決定だからな？？？？##＃windows11,1
いやぁ…色々な方がおられる。##常識でもの言って悪かった。##そんなのは一つの尺度だ。####超絶機械音痴だし社会経験も無いから色々と知らないのは無理もない。それでも第一歩を踏み出したわけなんだ。応援しよう。,1
適当に短区間乗ったらすぐ消費できるよ,1
文句を言いながらもちゃんと電源ケーブルを確認するところに工学修士の偉大さを感じる,1
ルールは破るためにある####↑ 正しい####ルールは破りすぎると増える####↑ これが現実,1
「うちはNFTには関わりません」という宣言が信用と安心を担保するための宣言になってるっていう現状、笑えるな,1
なぜ人の幸せを喜べるのか？？##それ才能だと思うわたしはゴミやな,1
いくら野党支持者でも過激な発言する人・口悪い人・上から目線の人は嫌##でそういう人は大抵勝手に幻滅して勝手に攻撃してきたりする##面倒くさいのは黙ってミュート,1
ここまてまのノーマスク煽り、きっと医療費抑制に効果あるんじゃないの,1
なんだ、元彼が珍しく彼女の誕プレ思いつかないから手伝えって話だって、幸せそうじゃん,1
自分の利益誘導のことしか考えてない人といっしょに仕事してもトラブル連発するイメージしか湧かないから、関わらなくて済むなら関わらんほうがいいね####いやーむしろ向こうからアラート出してくれたって感じ####ありがたや,1
ああ、『反面教師』にはなるね##「あんなふうに老いたくない」ってね,1
なんて素敵なご意見_####もっと色々なところで色々な人に使ってもらえたらいいなあ#####SXAT,1
異議申し立てをお送りいただきありがとうございます,1
携帯会社にも経済回そうとしてるのね__,1
付き合ったり別れたりまたより戻したりすぐ違う男と付き合ったりホンマに忙しい方やでw,1
片方が楽しければもう片方は楽しくなくなるわけじゃない##根本的原因が分かってないからこんな見当違いな策が設けられてしまう##ゲーム規制を設けた実に香川らしい事業だと思う,1
今夏の暑さ気持ち良すぎだろ！,1
DBの設計ってこんなに楽しかったのね,1
世界のどこかで紛争が起きたり緊張が高まったり、防衛費の増額が決まったり。アメリカは商売繁盛でまことにけっこうなことですなぁ。,1
あの漢字間違いって、 んだよなぁ__##何かメッセージか裏の意図、もしくはザルさが露呈してるだけなのかw##もはや色々推理するのが楽しくさえなってきたw####とかいいながら、全然深い意味なんてないのかもしんないけどww,1
上の住人もこの時間にドスドスやってて に入居してしまったな,1
 日本にした自民党は凄えや!?ｗｗ,1
ロシアがマイノリティとか被害者とか抜かしてるレベルなら ,1
そうか、岸は今日の勝ち投手で12球団全勝利だったのか。ちょうど の時に当たっといて良かったな,1
こんな で高給なら良いなぁ,1
階段から転げ落ちて足首を捻挫してしまった__ ね,1
うちの会社には が多くて困る困る,1
惚気話とかした時にしっかりとdisってくれるフォロワーさんの よ,1
ちみは もんだなぁ〜,1
そう思っていますけど、結局公式的に「正しい読解」は にコンプレックスを抱き焦燥を抱く未熟で経験の浅いものなんでしょうかねぇ……,1
のほほんニート君が、私の２つ下ということが判明した。##ニートは、 なぁ〜。##いいなぁ〜スマホ眺めるだけの人生。,0
仕事が立て込んでると、ありとあらゆる事に余裕がなくなってイライラしてしまう。## 貰っておきながらメンタル不調で逃げられる人は羨ましいですね。,1
みんな真相も知らんのにどっちが悪いやら何やら やなぁ,1
地元のスーパー銭湯のシャトルバス来ないと思ったら今日は休館日だったのでカレー食べた。## 日本のカレーで食べやすかったです,1
めっちゃ人の行き来の多い改札出たとこで周り全く気にせず立ち話出来る を見習いたい。,1
 さすが萩生田氏。,0
Diablo2リマスターで になったのに、自らさらに下げるのは草生える。##イモータル,1
リフレ派の理論通りになれば円安になることはわかっていたことなのだが、 たちが悲鳴を上げているのを見ると、確かに金融教育は必要なのかもしれないと思う昼下がり。,1
人って ,0
水ダウも の模倣をする時あるからお互い様な部分はあるよな,1
朝起きてすぐ扇風機に足をひっかけて壁に頭うった##しばらくして洗濯物取って戻る時になにかに驚いた猫に対処出来ず引っかかって壁に頭ぶつけた##着替え途中ズボン取ったら机の上の鍋に引っかかってて味噌汁が着替えにかかった##うん、 だよクソが,1
電気が足りないと言いながら、大量に電気を使い##感染が怖いと言いながら、人が大量に集まり制作し##嘘を堂々と流し、真の犯罪者の片棒を担ぎながらも、## からは人気##ほんとメディアの仕事は立派ですね,1
私に粘着してる方のおかげさまさまで200コメ__#### を応援して頂いてありがとう,1
後、イタリアやフランスも##ロシアの がプンプンしますから、##今後のウクライナ情勢の行方次第では##今後のEUがどうなるか楽しみです。,1
ここまで苦言を吐かれて、リムられてたら大の字で大笑いするのでどれだけ のか御社にお祈りしたいですねwwwwww,1
物価は上がる一方##しかし賃金は変わらず##これが岸田が成し遂げた偉業##確かに社会情勢的に難しいのだろうけど、検討おじさん過ぎて、ハッキリ言うと無能総理だよね、岸田##円の価値は崩れる##資産管理は自己責任##国は面倒見てくれません## ##笑笑## #USDJPY,1
絆創膏貼ってからトイレに行きたくなるってひどいよね…####今日…じゃなくて昨日も歩いた##妹の誕 っと買ってきました##気に入らないと普通にすぐ捨てるような人間なので##安いのですもちろん&lt;&gt; 寝ます。####自分の布団で寝られる…ありがたい___,1
頑張るのはいい事だけど、二度と連絡しないで下さいと言ってから、5回も営業電話が来るのは勘弁して欲しい。##しかも、裏で盛り上がってるのか「Webサイトからぁ、登録頂いているんでぇーww##今のご状況はいかがでｽか？！？ﾌﾌｯww」みたいな営業スタイルは″ ″の賜物なのかな…,1
実力が大きく劣ったら も関係なしにやるしかないよな,1
何したいが今叶えてたら 真っ只中なのでとりあえず2年生終わるまで持ちこたえるしかない##あとはインターン落ちたら夏はゆっくりできるよ,1
150人しか当たらない ライブのシリアル付きます._._ってオタクに高い倍率と思わせて円盤を積ませる作戦だったかぁ、やるやん公式,1
前回のキリチャレ、対ブラジル戦は相手国メディアは、徒労でしかない、1-0で負けたことを誇りに思っているだろうなどと評していた。##やっぱFIFAランク1位様ともなるとプレーも一流で、民度の低さも一流なんだな。シミュレーションにもっと重点を置けばブラジルは 。,1
どっかの雑誌のイベントで、商品を買うと、箱の中のくじを引いて当たりだったら、チェキ１枚っていうのがあってね、当たりくじが出たら、箱から当たりくじは出すんだけど、はずれくじが出たら確認後に箱に戻す仕様だったな。 ,1
「平安時代の のドロドロとしたやりとり」を大河でリアルタイムで拝むという念願が叶いそうだ。,1
強化学習で荒しコメントなんぞ排除できると思うんですがね。とっても優秀な くん？,1
hrak大好きだから毎週本誌楽しみで早く続き読みたいけど終わってほしくなくて##だけど、早急にAFO先生にはお亡くなりになってほしい##願わくば、 ,1
そう思いたいのはなぜなのでしょう？##賃金が上がるのがいやなのでしょうか。,1
なんか他にもこんなような投稿見かけたけど、ネズミ講でかなり儲けました、って面接でスキルとしてアピールできるんじゃないかな,1
ワンピの最終章多分10年くらいかかるし大丈夫か,1
税率を引き下げても、○○党や、所属議員への政治献金が増えるのでもない。メリットが無いから、やらない。,1
最近、裏路地の店の品揃えが豊富ね！！,1
ありのまま過ぎて ,1
何でもかんでも問題や課題を見つけるのが好きなのが人間なのかもしれないけど、そんなもんないっちゃーない。あると思えばある。どの視点から眺めるか。そのスタートを誤れば、子どもの成長や人格形成に大きく影響する。 ,1
あなた方の思い通りになって ,1
駅のトイレ入って手を洗ってたら、他のトイレからでてきた女子が指先シャッシャと蛇口の水に簡単にかざしてでてったから、 ,1
高知県はオーストラリアとなかよしって聞いたことある！,1
この人をパーティーに呼ばざるを得なかった自民党国会議員氏も気の毒に(笑) #バカ / 1件のコメント,1
ところで徳島駅は「何故か」架線が無いので、 ,1
欧州でGDPR走って個人情報が厳しくなってきたというのに ,1
正直言って、##コスプレ村界隈は、##人を「のけものにするのはいてもけものはいない」なのがわかったので公式なイベント参加を諦めて「市中の祭り」に飛び込んだのだから。##みなみりゅうこやかたぎりゆうしゃやには 、##私を世界に解き放ってくれた事にはな！,1
実際これで復帰勢1人やる気無くして別ゲーやってるんだから ,1
基本路線は「緊縮財政」で進めて、新たな事業をはじめるときは消費税増税で対応。増税が批判されたら「じゃあ、新事業を止めます」って言って緊縮路線に戻る。これ、緊縮側からしたら、どっちに転んでも痛くない見事な「両面待ち」なんだよなぁ…,1
個人的にアンチはグリッドマンのアンチくんで十分ですw####まあ彼は名前はそれでも学ぼうと努力しましたけどね,1
チリ代表の選手同士が揉めてるのを何故かソン・フンミンが仲裁して「 」ってことか。もう30だし…彼の活躍を考えたら大抵の選手は従うよな,1
incarnation##という英単語の意味を説明するあたり、 ,1
3日前に って記事読んだな,1
一生懸命仕事してる飼い主の後ろで、これである。## ！！,1
"#節電要請するなら一律給付金出せ ##いつも要請されるのは""東日本""##東日本は""50hzの電流""##東日本の電力会社は？いくつでしょうか？##東日本は東北、大震災があり地震が多い地方ですが？？##西日本はこの夏、節電しなくて良いのですかね？？",1
ハウってるって言って ,1
そりゃあ人生何十年と続く中でたった十数年しか生きてない子供なんて甘く見られるのかもしれないけど、体験変化前しかできないって、たとえそうだとしても、その時にできることを弛まぬ努力でやってそれが年齢性別関係なく ,1
 ,0
いやどう使おうとその人の自由だけども、こうもふいにするなんて凄いなぁ…って思いましたね,1
女性の魅力を繊細な表現で書き連ねた部分に回答者の素晴らしい 思ったら直木賞作家だった##勝手にそういう女性を頭の中で思い浮かべてしまった,1
→能力もなかったので兄弟が通いで介護をしたら、それを遺産目当てだと当の親の前で言い放った。あの時は◯してやろうかと思った。##ポスティングのバイトでは配らず嘘の報告でお金だけ手にするし、もう少し生きる力があったら詐欺まがいのことを平気でやっただろう。もう故人だが。,1
きららキャラって ですよね,1
てか、 ##って理解できてる人が多いんじゃね？##「しゃーないか。。。」とは思うものの、グチの一つくらいは言いたくなるだろ。それを言ったトコで何も解決はしないので、岸田さんは所得倍増計画をよろしくお願いします__#### #スッキリ,1
なんかもう黒田さんといい岸田さんといい、お金持ってる前提での発言が目立ちすぎてもうねw#### ーーーーーーーーー,1
 ,0
岸田内閣の骨太政策って骨は太いかもしれないけど、骨に大切な骨強度がなきゃ、意味がないよな。,1
新規嬢ちゃんも古参ライト嬢ちゃんも振り落とし更には重課金ヘビー嬢ちゃんも振り落としかねない称号争奪戦 流石ブラスタはやることが違いますな,1
オタク冠婚葬祭で忙しいから,1
あばよ、ネタコン…####せいぜい「ネタコン道とは、死ぬ事と見つけたり……」にならん事を祈るよ。,1
たまにはね、点数稼ぎの親子ごっこですよ,1
「自分のオオカミにヘッドショットしたらチャレンジが進むって?やったろ！」##って思ったらアナウンスも無しで速攻で修正してるあたり流石だわ,1
精神疾患を何年もやってると「理解したいよ！一緒に治そうね！」って言ってくる人に限って、精神ズタボロにしてくるの、めっちゃ面白いなって思ってる,1
上級者向け##なんでマジで初心者向けの絵を描ける人憧れるし画面の説明力分けて欲しい,1
今日もしっかりしてるね！って言われてるのにこの有様よ！！！オンオフの落差！！！もしくはしっかりしてるね！！！！！,1
こんな遅くに個人の電話番号からかかってくるもんだから、職場の誰かからだと思ったのに、Wi-Fiの営業だったんだけど笑##そいえば前の会社でも同じことしてたな〜##だからこんな遅くまで大変ですね〜って労ってあげた__私優しい__,1
みんないい性格してるよ #####Peing #質問箱,1
あんまり、赤旗は読まんけど、#教育・社会保障の拡充 か #軍拡 かの二者択一を選んでるらしい。####お家芸の極端な二択だね。#日本共産党 のいつもの手段だけど、不安をあおらないとやっていけないことの証左か。##予算審議も反対しかしてないのに、立派だと思うよw,1
一人よくよく見たらノーマスクで酒飲んでたわ笑##楽しそうでなにより,1
これは萌え。####学者陣が真正面からキッパリまっとうに言い切ることほどカッコ良いものは無い。,1
顔そこそこ良くて商社の営業でプロボクサーとか自己肯定力強そうで羨ましい,1
初見の配信で唐突に「メインは◯◯。レートいくらです」って言ったりとか、あきらかにエンジョイ勢しかいない場所で、「レート2000の◯◯さんに勝ったことあります！」みたいなその場で誰も知らないような興味ないマウンティングする人尊敬します,1
マスターデュエルにふわんだりぃずがという名の素晴らしい鳥たち来ると聞いて言えるのはろびーなといぐるんはうららとかで止めてえんぺんは壊獣で食べてしまおう。あ、フィールド魔法も気をつけてね。そしてすのーるの本体は白いちっさい鳥の方だァ！！,1
メモ：業務スーパー木〇店##今日もキ−キーカートが登場。しかも２台！##集ストの嫌がらせに「不快な音出し」と言うのが有る。##そのカートわざと私の横を通って行った。##ツイートされているとも知らずに！##自分のお給料をくれるお客様に嫌がらせなんて##見上げた根性よ！###攻める防犯は犯罪です,1
今まで作ってきたサムネの中で指折りのテキトーさのが伸びる。さすがYouTube。,1
インタビューだけみるととても丁寧につくってくれたっぽく見えるね,1
あとリーダー、ずっとそこに入ってきた人が何これ分からん！って言ってる異常を軽視しすぎなんですよ##そもそも ？経費をケチりたいのは分かりますが根本的なところから見直した方が節約できるんじゃないですかね,1
総務省は ,0
この記事タイトルつけたデスク今期MVPで寸志とかもらえそうだね,1
添乗員による監視下による観光ですか。  #ss954,1
ラジウムガールズという、キュリー夫人に生贄にされた人々…#### ,1
これを出すのは大手報道屋の仕事じゃないんですねという気持ちがあるしやっぱりもう ,1
 ,0
…金持ちのジジババに舐められまくってんのに怒りの民衆とやらに ,1
無断転載って元の絵師が言ってるのに ,1
日本は既に先進国から脱落して衰退国になってる認識が少ないですね。衰退していく国にはふさわしい総理だと思います##　経済基盤にエネルギー量は絶対なのに、節電とか小手先の回避案しか出てこないのは政治の力不足としか...##　原発を再稼働させられる力が無いのですね、今の政府には。,1
日本も銃規制撤廃したらいい社会になるんじゃない？,1
音楽的評価は置いておいて##桑田氏らのMV観ましたが、##なんというか「そうか、かつてのロックンロールって##成功すれば相応する高額収入が得られたんだったな」##という、 ,1
無駄に「検討」しかしない岸田政府と無駄で議論にすら体をなしていない国会を休止したら、エコにも節電にも節税にもなる。,1
妄想。弊冥府三兄弟は__と__は年近くて、__と_はけっこう歳が離れてるイメージ。__と__はよく喧嘩はするけど、__と_は歳が離れてるせいか喧嘩しないというか喧嘩に発展しない。 ,1
 ,0
 ##交通事故起こしたって事は若くても18歳になってたはず。そもそもハンドルを握るという事がどういう事かを教えて責任取らせるのが親の役目では…ましてや替え玉なんて…どこぞやの殿様の嫡男だったんですかね,1
たくちぁの  #virche_sin,0
naomeguro　2018年12月10日　## ##　###石橋和歩 　あおり運転の男に懲役２３年求刑＝東名夫婦死亡事故—横浜地裁  #ニューススイート 　####◆　石橋和歩 　####高校生　電車　暴行　検事　公務執行妨害罪　宮本一馬,1
再販で ,1
シンボリルドルフ、「全てのウマ娘を幸福にする」とか何とか言ってるけど、碌に達成できてないって言うか何だったら真逆のことをしているの、 ,1
俺も くらいサッカーのこと知れたらいいなー,0
___♂_読み終えたけどオチがイマイチだったなぁ。でもイベ自体はifなくせに独創性が！って言ってくる所は です,1
 と思ったら #水タバコ 屋が休みでした。,0
自分の性格上、怒鳴る人が究極に無理なんだけども、 で鬱病になった人っておるんか？？,1
家族ってなんだろうのアンサー歌ってるのに、一方4月の「家族だってさ」「分からない」って頭抱えてる12月の図が ,1
 アイドル大国,0
日銀総裁「家計が値上げを 」(産経新聞)###Yahooニュース,1
ビーガンウェイパー溶かして作った豚肉スープ##中華料理屋さんのわかめスープあるじゃん、あの味がして ww,1
 　アイドルには違いありませんが,1
これでいじめを無くしましょうとか、ちゃんちゃらおかしい。 ,1
今日は ,0
さすが しただけのことはあるね,1
お母さんが槙野いつ引退しても解説で仕事あるね！っていうから、いや って言っといた,1
#キリンチャレンジカップ2022 ###SAMURAIBLUE ####負けはしたが、それでも弁当丸よりましだったのは、_#giravanz__の負け戦を研究し尽くしたからだろうなぁ####ネイマールの得点も、 だったから。,1
独創の芸術家といえども、個人としては他人と人間関係を結び、友人や恋人も作るが、天才的芸術家としては、特定の現実や行動との関係も、社会総体との関係も、どうでもよいものであって、彼らはそれに のです。,1
MOM:主審#### ,0
 かな,0
 わ,0
正確？には##「play the world's smallest violin」で「それは本当に悲劇だね」という意味だって__####〇〇で辛ぇ〜って同情買うためにぐだぐだ言う人に向けて、うんざりしてるわぁって意味を込めて言うんだそうな##おもしろ！,1
よそ見してたやろ？,1
修練場にて。仲良いな君達,0
年収3500万でどんな阿呆なこと言っても責任取らなくて良い仕事に就きたいなぁ,1
ダ○ス会議に呼ばれたいのでしょうか,1
あと3日後に誕生日だね##やったねエミリアさん！！！！！##｢…そもそも祝ってくれる奴いんのかよ、」  …__,1
ネイマールはテクニシャンやな,1
「愉快な生徒ばかりで飽きないよ。全くもってね。」####ガスマスクの代わりに普通のマスクか黒マスクつけてて欲しいなって…えー？？可愛いね…,1
マスク付けてる写真で何百いいねもらえてて いいね,1
親善試合でここまでさもW杯決勝のような演出のできるTV局すごいなぁ,1
や、「基本と枝葉末節の重み付け」とかが信じられない程出来ない。##好意的に考えれば「別に整理されてなくても自分達は見ただけで分かる」という「頭のいい」人だと思ってるのか。##だとしても悪いけど世の中の人間は懇切丁寧に繰り返しを厭わずに説明されても二割も理解できれば御の字という人が,1
ダメなことしたら警察のお世話になる。人生で1番の勉強ができた修学旅行ですね,1
太陽光パネルって環境に優しいね####“大粒ひょう”で深刻被害　車修理の費用「300万円」…太陽光パネルもヒビ　補償は？｜テレ朝news-テレビ朝日のニュースサイト,1
革命に焦がれた老いた世代は夢潰えたことを認めず、若人に未だその夢を押し付ける。逃げ惑う若人に居場所は無い。####なんか。高齢者の皆様ってすごく優雅だよね##若い人に負担かけて当たり前だと思ってるね。君らが用意した世界はこんなにも整備が必要で、整えてるうちに少子化で国が終わる。,1
あまりに自分の解釈ばっか押し付けてくるから客観視点と別視点ユーザーのお言葉をぶち込んで投げてきた、凝り固まった脳はさぞや削り甲斐がありそうですね,1
「球団は広い本拠地のドームで有利に戦えるよう、単打と走塁に主眼を置いた若手育成プログラムを作り、それを基に指導するよう通達していた。」####広い球場だと単打が有利になる、ってどういう理屈？？,1
ついにミサイルで会話ができる様になった人類###退化が止まらない####米韓がミサイル8発 北へ対抗措置###Yahooニュース,1
梅雨入りで気温が不安定になるな産卵セットを組んだタイミングで気温が不安定になる呪いがあるから毎日やったら雨が永遠に降るんか？？,1
ダサさがすごい……！一周回って新鮮だよ,0
独身税、少なくとも同性愛者からは死ぬまで確実に取れる税金だから良いですねぇ,1
大人だから、その場では口に出さなかったけど、「おう、相手も大人なんだがどうなんじゃい。じゃあ私も、 」とは思った。,1
翻訳 Twitterで禁止されるのを避けるため、先回りして言っておくと、天安門事件は間違いなく イラクの大量破壊兵器、リビアのバイアグラ強奪集団、クウェートの赤ん坊の保育器からの取り出し、トンキン湾事件もそうだ。,1
There is also a chance he's been captured or killed by the enemies.##There you go looking on the bright side again.####There you go again：また始まった##look on the bright side：いい方向に考える####彼は敵に捕まったか殺された可能性もある。## ,1
しかしWHにお呼ばれバンタンをあんなに批判してた人たちがずいぶん楽しそうでにこにこしてしまいました## ,1
えーと、安倍元首相、小渕優子氏、甘利明氏他多数は ,1
無資格の事務員に年収900万円払うような事務所があるのであれば ,1
ラバトの観客に今こそ、『声をあげての声援はお控え下さい。』と ？,1
画質の良い毛利さん家でのムービー、とても良かった。｢所詮アンタは敵だからな｣と｢フゥン… ,1
自分へ#### ####自分より,0
ｶｰﾁｬﾝが掃除中に間違ってブレーカー落としたことにより、作業中のPCのデータ飛んだし、wifi環境が根本から死んだし、 ,1
 人口動態なんて誰でも分かるのに、ここ数十年で未来に対する投資を怠ってきたツケを今の若い世代、これから育っていく世代が支払うことになるのです。,1
何がすごいって、##実際に危害加えることのないゴキチャが1位ってことｗｗ##アナフィラキシーよく憶えたね。 ,1
だいたい皆知ってるだろう知識を鼻高々にひけらかしてる人見て ,1
 けど商売面は不信感しかないのが我らのネットイース。,1
いや〜、体調が悪くて寝込んでるにも関わらず、レーダーを使うこともなく##、自宅から出て境界線上まで行き、反復横跳びをしていたんですね。 ,1
#女性に投票チャレンジ####女性だから投票しないなんて奴逆におんの？？ ,1
自分なんかは6.5章クリアするまでネット断ちしてたくらいなので ,1
 国・日本,0
独裁者に容易に屈服し、どんな体制になろうが、 だと日頃、主張する論客並びに、コメンテーターは、もっと強く大きな声で、ウクライナに、降伏を進めるべきだと俺は思う。全く賛成出来ない意見だけれども、それが平和と言っておられるのだから！###ウクライナ侵攻  #プーチン,1
巨漢「この魔王様のペットになれるなら満足だブヒー！」##リベラ ,1
子育て中の友達がね##健診で５ヶ月で離乳食スタート！##言われて意気込んでて##でも隣の市は６ヶ月から##初めて下さい！##同じ日本人なのに##１ヶ月の差は何？笑####寝返り３ヶ月の子もいれは##半年でも寝返りしない子もいるのに## #####子育て###育児###離乳食,1
アマプラ徘徊してたら｢浜辺のエトランゼ｣っていうのがあって｢アイロニカルエトランゼ？！｣ってなって調べたらなんかBLの作品だった##アイロニカルエトランゼって意味もわからずずっと連呼してたけど、意味調べたらアイロニカルエトランゼで、 ,1
 ##まぁこっちはそれも込で割り切って消費させて頂きます。,1
 ,0
 ##曖昧な表現が苦手なアスペが学ぶ機会を逃してきた普通こうであるという具体例をアスペがわかる言葉で解説されていて、その見本となっている方のことは存じ上げないけどみんなに学ぶ機会を与えて貴重な存在なので合掌,1
 には##人が集まらない,0
あー、参議院選挙近くなるとまた ,1
#sazae  ,0
 なんかあざと女と引っ付いてお似合いじゃないの,1
まーた、日本政府みたいなことし始めたな。##これだから農家する若いもんが減るのよね##それが狙いなのかなって思ってしまうね。##畜産物に関してはただでさえ最近まで##元牛が居ない！って問題化されてたってのに##追い討ちがすごいですね、##さすが政府！,1
普通のアカウントだって複数動かせないのに…## ,1
1ゲーム差かあ##うーん1ゲーム差##日曜日の試合全部負けてまだ最下位じゃないとか凄いなあ####日曜日負けたら火曜の試合まで丸2日苛つくんだよね##興行のこと考えたらホンマそびえ立つ糞みてえなチームだな#### ,1
まぁアレだ。平石の時にあそこまでハードル上げなきゃ、楽天とか別にそんな強いチームでもなかったし、 ####※根に持ちまくりですやん,1
一回しか出てきてないのに〜論を通すと、 とは思った,1
根が優しすぎて何も出来ない ,1
仕事終わり、帰宅。##まーた同部門のアレな方がとても無責任な発言をしておられました。怒るのも疲れるのでスルーしましたけど、 ,1
「ホモは死ぬべきなんだと！」ヒーローたちは口々に罵ってくるのヒーローが暴徒に対してつかわれてるのが痺れるくらい文章がカッコいい、 ,1
お隣が8発発射ねぇ。 ,1
どうせ転向するんだから学生運動なんて意味あるのと薄ら思っていたけど、普通に就活とかの役に立つのか。 ,1
はーげん実装されたら一部のマイルーム台詞が 」みたいなこと言ったり…),1
まぁモンティディオやシャフリヤールは##レッドジェネシス以下の ,1
上小田井3114H記録日和なのに、先客が誰もいないとはww##後から撮れるように最下段で構えてますから、２人くらい来ても 。,1
生命保険とが損害保険の商品を調べると、ランキング1位という宣伝によく出くわす。どの商品も1位で辻褄が合わないなぁーと思ったら、ランキング自体が大量に存在しているのね。ランキングの信頼性ランキンングとか ,1
新幹線でなんかずっと飲み食いしてる人いるよね、 ,1
独身で彼女もいない人たちは自分のためだけに金使えて 。,1
身近な保守思想がただただ害悪でしかない。保守思想によってその集団・環境が健全化する事は一切なく、ストレス、非コミュニケーション、悪化、差別、優生思想を産む要因でしかない。ある意味、 。,1
早朝から上司にお褒めのLINEもらったので、美味しいもので気持ちを切り替えよう…。####普段行列店に並ぶ事ないから ,1
ここぞとばかりに ,1
共産党の機関紙。##MMTは際限なく国債発行OKなんて言ってない。インフレ率が基準では？増税につぐ増税で経済を冷やす必殺技を持つ政府が、高いインフレを恐れる理由などないはず。そもそもMMTをやるとかやらないとか意味不明。現在のお金ってそういうものという ,1
ナルシストルーさんがアレで操られているとか最後に和解すろとかになったら、もう ###デリシャスパーティプリキュア  #nitiasa  #Precure,1
稀に見る最低最悪の本末転倒やね。##さぁ！腕の見せ所ですよ国会議員のみなさん！ ,1
なんでガデテル民ってみんな絵心あるの？##ちなみに ,1
#サンデージャポン##たいぞー、 ,0
フルタイム常勤はまだマシとして、通常の外来・病棟管理・オペをこなして土日返上で研究できるなんてよほど 。,1
【悲報】ついに可愛いという言葉をいうだけで攻められる時代に！##あぽぅい氏「私の作品では多用しているため、私は 」,1
戦争があった方が、 ,0
#サンデーモーニング##おいおい、もう ,0
竹中平蔵氏が日本を再生するためには明治維新のような抜本的な変動が必要で、ホリエモンが総理になるくらいでないと日本は変わらないとyoutubeでいってた。まあ現実的には無理だろうが。ホリエモンのように本質的におかしいことをハッキリいえる日本人が少ないのは教 ,1
いや！かなんわぁ… そちらさんお耳聞こえてはります？親御さんにえらい  in京都###方言でだからダメって言ったでしょ,1
もう10年も前に好きな作品が風評被害食らってるからその手の耐性はあるので ,1
クレーマーって相手が誰であろうと自分の意見で殴り付けてくるから ,1
某なんたらZAPですが、現時点で200人程度被害者いるらしいですな__##25万円×200人=5000万円## ,1
ここまでこれたのも荒らしや変態の皆さんのおかげです## ,1
これもマスク真理教の成果でしょうねぇ…熱中症患者の増大がね,1
特別支援学校教員の男が勤務先の女性用トイレに盗撮カメラ設置疑い…福井県警が逮捕 - Yahoo!ニュース##下着泥棒だって国会議員になれるのだから ,1
中国国民ほど政府に ,0
1人でフルパに挑める自信いいなー！カバー間に合わない程の自信持ってみたいなー！,1
この政策がもたらす影響について、しっかりとした議論を行うために招集された議会とメディアに ,1
テレビに ,0
「傑作は規制されない」と言い張る猪瀬の、  #SJW問題,1
高尚な趣味をお持ちで……,1
何回も店に来れるくらい ,1
陸はスケジュール把握できないくらいショーパレ ,1
乙女 ,1
てか、リプの中に自分の前から逃げることに〜とかほざいてるコマンダー君、自分がブロックしたら君が逃げてることに気付いてない模様。####やっぱゲートルーラーは ,1
べにやまが通りすがりのお節介不審者でよかったですねー！！##おかげで予約したお店に ####あと人のもの勝手に触らない教育もちゃんとしろよな！！,1
安芸高田の市議って 一般質問聞いていても実りのない、聞いてどうするって思うことばかり。政策議論の場でないのかわからないが、多分批判しか生み出せず市を変えていこうより良くしようって前向きな発言が出ないんだろうな。質が悪くて可哀想。,1
こーゆーのも学校で啓蒙できるといいね。##いや、今の時代はもうできてるのかな？##男女分かれて男子は体育で遊んでて女子は静かな部屋で女性教育とかやらずに、男女混合でちゃんとピルや避妊具や生理用品や尿ケア品のメリット、金銭的なものを含めた ,1
某作品を見て昔アニメ化されたある作品を思い出したんだけど…調べてみたらアニメ化されるくらいには人気だった筈が結局売上不振が理由で原作が未完になっているのを知って ##いや、その昔の作品と比べたら百億倍は素晴らしいよ勿論,1
600万円を程度として言ってのけるこの人の ,1
過去の栄光って言葉が ,0
質量と体重って同じらしいよ！####珍走族に …,1
自民党応援してる人はツイフェミと仲良くすると ,0
数学科後期の必修例#### 綺麗すぎる,1
数年前に比べて「TEN-BAI-YAが目つけたんだろうな」的なことに遭遇することが増えたけど、出費が抑えられるので です,1
小学生の屁理屈のような話も、女性フィルターを通すとこんなにも になるのね。,1
俺が「 女性」だと思ってんの草####日本人って日本語できない奴多いよね,1
俺かお相手様か両方か分からないけど、ずっと何年も拘り続けてくれている変な人もいるんだねぇ…ありがとうございます!!####ここ最近で一番のビックリ体験…いや恐怖体験、かもな？___♂_でも にはこれ以上お説教してあげないという見限りです。おしまい___,1
